"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/monetary-policy-asia-pacific","Free","The Hong Kong University of Science and Technology","Monetary Policy in the Asia Pacific","Interest, Behavioral Economics, Business Psychology, Communication, Marketing, Probability & Statistics, Economics, Econometrics, Finance, Advertising, Banking, General Statistics","Skills you'll gain:","4.8","(226 reviews)","Intermediate · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5e/026640598811e8ad4d85f20ecaf1cc/Course-icon-1200x1200icon-_002_.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/our-earth","Free","University of Manchester","Our Earth: Its Climate, History, and Processes","Mathematics, Geology, Graph Theory, Geovisualization","Skills you'll gain:","4.7","(276 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f4/1d4883b3723bbb56173ce596925e56/CourseraThumbnailImage.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/humanitarian-public-health-2","Free","Johns Hopkins University","Public Health in Humanitarian Crises 2","Research and Design, Risk Management, Project, Entrepreneurship, Child, Humanitarian, Critical Thinking, Strategy and Operations, Public Health, Crisis, Finance, General Statistics, Decision Making, Probability & Statistics, Strategy, Marketing, Epidemiology, Sales, Mental Health, Business Analysis, Leadership and Management, Project Management","Skills you'll gain:","4.7","(63 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7a/7264f0f491439c8437ebe3e9905114/PHHC_icon4_14_17b-01.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/archaeology-city-levant-west","Free","Sapienza University of Rome","At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC","Business Psychology, History, Leadership and Management, Culture","Skills you'll gain:","4.5","(373 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/97/18cbc0196711e7bbb193f306041872/Nigro_Mozia_16-_2_.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/mastering-digital-twins","Free","EIT Digital","Mastering Digital Twins","Machine Learning","Skills you'll gain:","4.0","(323 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e9/84be8035be11e9a40f71f6d776fdac/Digital_twin.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/interactive-teaching","Free","The University of Tokyo","Interactive Teaching（インタラクティブ・ティーチング）","Change Management, Business Psychology, People Development, Teaching Method, Entrepreneurship, Strategy and Operations, Applied Machine Learning, Human Resources, Leadership and Management, Education, Teaching, Machine Learning, Human Learning, Interactivity","Skills you'll gain:","4.8","(18 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/09/e8ade173384af0933dce561d0d07e7/facebook-interactiveteaching_170-170_typo.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/disability-inclusion-education","Free","University of Cape Town","Disability Inclusion in Education: Building Systems of Support","Entrepreneurship, People Development, Human Resources, Leadership and Management, Business Psychology, Education, Human Learning","Skills you'll gain:","4.8","(297 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/brilliant-passionate-you","Free","University of Michigan","Brilliant, Passionate You","Business Psychology, Human Resources, Entrepreneurship, Storytelling, Communication, Leadership and Management, Psychology, People Development, Mental Health, Emotional Intelligence","Skills you'll gain:","4.6","(163 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/race-cultural-diversity-american-life","Free","University of Illinois at Urbana-Champaign","Race and Cultural Diversity in American Life and History","","","4.6","(289 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/plant-biology","Free","Tel Aviv University","Understanding Plants - Part II: Fundamentals of Plant Biology","Biology, Genetics","Skills you'll gain:","4.8","(1.1k reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/recruitment-minorities-clinical-trials","Free","Vanderbilt University","Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials","Communication, Human Resources, Leadership and Management, Decision Making, Entrepreneurship, Recruitment","Skills you'll gain:","4.8","(69 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/violence-against-healthcare","Free","University of Geneva","Violence Against Healthcare","Strategy and Operations, Health Care, Listening, International Law, Personal Advertisement, Leadership and Management, Law","Skills you'll gain:","4.6","(56 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/international-business","Free","University of New Mexico","International Business I","Global, Business Psychology, Leadership and Management, Culture, Trading, Business Strategy, Business Analysis","Skills you'll gain:","4.7","(1.8k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c3/2ccd30016711e488e055d2493cbf7d/globe_magnify_glass.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/international-organizations","Free","University of Geneva","International Organizations for Interpreters","Accounting, Audit","Skills you'll gain:","4.8","(37 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d4/398e37914a4c55a47d2c7192f12f61/InternationalOrgInterpreters-MOOCs-1200x1200.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/manage-health-covid-19","Free","University of Toronto","Mind Control: Managing Your Mental Health During COVID-19","Leadership and Management, Computer Vision, Mental Health, Machine Learning","Skills you'll gain:","4.8","(8.3k reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/80/04611c67f44a71978a7316f80c245a/brain.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/modeling-simulation-natural-processes","Free","University of Geneva","Simulation and modeling of natural processes","Mathematics, Python Programming, Theoretical Computer Science, Artificial Neural Networks, Statistical Programming, Computer Programming, Deep Learning, Software Engineering, Computer Graphic Techniques, Operations Research, Probability & Statistics, Strategy and Operations, Research and Design, Software Architecture, Other Programming Languages, Simulation, Algorithms, Mathematical Theory & Analysis, Algebra, Computer Graphics, Differential Equations, Machine Learning","Skills you'll gain:","4.2","(312 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/music-as-biology","Free","Duke University","Music as Biology: What We Like to Hear and Why","Mathematics, Business Psychology, Virtual Reality, Graph Theory, Entrepreneurship, Strategy and Operations, Music, Combinatorics, Graphic Design, Interactive Design, Leadership and Management, Culture, BlockChain, Strategy, Mathematical Theory & Analysis, Human Computer Interaction, Sales, Finance, Marketing, Computer Graphics","Skills you'll gain:","4.3","(644 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/children-literacy","Free","University of California, Santa Cruz","Children Acquiring Literacy Naturally","Communication, Writing, Business Psychology, Entrepreneurship, Human Learning","Skills you'll gain:","4.4","(138 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/activism-social-movements","Free","Duke University","ART of the MOOC: Activism and Social Movements","History, Business Psychology, Leadership and Management, Culture, Sales, Art History, Art","Skills you'll gain:","4.6","(130 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/literacy-teaching-learning","Free","University of Illinois at Urbana-Champaign","Literacy Teaching and Learning: Aims, Approaches and Pedagogies","Business Psychology, Entrepreneurship, Writing, Communication, Education, Leadership and Management, Supply Chain and Logistics, People Development, Human Resources, Research and Design, Strategy and Operations, Human Learning, Teaching, Planning, Critical Thinking, Business Analysis","Skills you'll gain:","4.4","(56 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/chinese-for-hsk-6","Free","Peking University","Chinese for HSK 6","Listening, Business Psychology, Chinese Language, Culture, Leadership and Management, Grammar, Language, Speech","Skills you'll gain:","4.9","(129 reviews)","Advanced · Course · 3-6 Months",""
"https://www.coursera.org/learn/cultures-pedagogies","Free","University of Geneva","Cultures et pédagogies","","","4.6","(18 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/covid-19-training-healthcare","Free","Stanford University","COVID-19 Training for Healthcare Workers","Patient, Medicine","Skills you'll gain:","4.9","(5.8k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/egypt-sapienza","Free","Sapienza University of Rome","Egypt before and after pharaohs.","History","Skills you'll gain:","4.5","(70 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/analisis-costos-direccion-empresas","Free","Universidad Austral","Introducción al análisis de Costos para la Dirección de Empresas","Cost Accounting, Accounting","Skills you'll gain:","4.6","(337 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dd/e93cb71cfb40f59c074a992922ab7b/Logo-Coursera.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/aprender","Free","Deep Teaching Solutions","Aprendendo a aprender: ferramentas mentais poderosas para ajudá-lo a dominar assuntos difíceis (em Português) [Learning How to Learn]","Entrepreneurship, Business Psychology, Creativity, Research and Design, Human Learning","Skills you'll gain:","4.9","(3.6k reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b0/a1543c1a4b4a5484327d8bb8af0679/Learning-How-to-Learn-Logo_875X875px.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/cuidados-del-recien-nacido","Free","Universidad de Chile","Cuidados y procedimientos generales en la atención del recién nacido","","","4.8","(1.7k reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e6/6a4170d61511e7b7ac797b1765c3af/2017-09-30-05-36-00.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/business-models-innovative-care","Free","University of Copenhagen","Business Models for Innovative Care for Older People","Strategy and Operations, Behavioral Economics, Leadership and Management, Entrepreneurship, Epidemiology, Design and Product, Research and Design, Business Psychology, General Statistics, Business Analysis, Spreadsheet Software, Marketing, User Experience Design, Strategy, Sales, Probability & Statistics","Skills you'll gain:","4.5","(211 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/how-software-ate-finance","Free","Stanford University","How Software Ate Finance","Software, Computer Programming, Amazon Web Services, Strategy and Operations, Investment Management, FinTech, Computer Networking, Market Research, Cloud Computing, Securities Trading, Security Engineering, BlockChain, Big Data, Project Management, Network Security, Research and Design, Regulations and Compliance, Computer Programming Tools, Trading, Banking, Data Management, Payments, Finance, Accounting, Entrepreneurship","Skills you'll gain:","4.7","(81 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/produccionycomposicion","Free","Berklee College of Music","Producción Musical y su Efecto en la Composición","","","4.9","(508 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/facebook-social-media-marketing-capstone","Free","Meta","Meta Social Media Marketing Capstone","Communication, Social Media, Advertising, Media Market, Marketing","Skills you'll gain:","4.8","(299 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/global-health-introduction","Free","University of Copenhagen","An Introduction to Global Health","Strategy and Operations, Probability & Statistics, Global, Critical Thinking, Public Health, Business Analysis, Research and Design, Epidemiology, Disease","Skills you'll gain:","4.8","(774 reviews)","Mixed · Course · 1-3 Months",""
